"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Uganda","2014","Total","Both Sexes","86","Census - de facto - complete tabulation","Final figure, complete","2017","10635",""
"Uganda","2014","Total","Both Sexes","87","Census - de facto - complete tabulation","Final figure, complete","2017","8420",""
"Uganda","2014","Total","Both Sexes","88","Census - de facto - complete tabulation","Final figure, complete","2017","7526",""
"Uganda","2014","Total","Both Sexes","89","Census - de facto - complete tabulation","Final figure, complete","2017","7188",""
"Uganda","2014","Total","Both Sexes","90","Census - de facto - complete tabulation","Final figure, complete","2017","17114",""
"Uganda","2014","Total","Both Sexes","90 - 94","Census - de facto - complete tabulation","Final figure, complete","2017","37171",""
"Uganda","2014","Total","Both Sexes","91","Census - de facto - complete tabulation","Final figure, complete","2017","3676",""
"Uganda","2014","Total","Both Sexes","92","Census - de facto - complete tabulation","Final figure, complete","2017","6147",""
"Uganda","2014","Total","Both Sexes","93","Census - de facto - complete tabulation","Final figure, complete","2017","4856",""
"Uganda","2014","Total","Both Sexes","94","Census - de facto - complete tabulation","Final figure, complete","2017","5378",""
"Uganda","2014","Total","Both Sexes","95 +","Census - de facto - complete tabulation","Final figure, complete","2017","41449",""
"Uganda","2014","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2017","16897849",""
"Uganda","2014","Total","Male","0","Census - de facto - complete tabulation","Final figure, complete","2017","636238",""
"Uganda","2014","Total","Male","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2017","3173950",""
"Uganda","2014","Total","Male","1","Census - de facto - complete tabulation","Final figure, complete","2017","603000",""
"Uganda","2014","Total","Male","2","Census - de facto - complete tabulation","Final figure, complete","2017","643812",""
"Uganda","2014","Total","Male","3","Census - de facto - complete tabulation","Final figure, complete","2017","657419",""
"Uganda","2014","Total","Male","4","Census - de facto - complete tabulation","Final figure, complete","2017","633481",""
"Uganda","2014","Total","Male","5","Census - de facto - complete tabulation","Final figure, complete","2017","594763",""
"Uganda","2014","Total","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2017","2834456",""
"Uganda","2014","Total","Male","6","Census - de facto - complete tabulation","Final figure, complete","2017","606424",""
"Uganda","2014","Total","Male","7","Census - de facto - complete tabulation","Final figure, complete","2017","571378",""
"Uganda","2014","Total","Male","8","Census - de facto - complete tabulation","Final figure, complete","2017","556152",""
"Uganda","2014","Total","Male","9","Census - de facto - complete tabulation","Final figure, complete","2017","505739",""
"Uganda","2014","Total","Male","10","Census - de facto - complete tabulation","Final figure, complete","2017","557945",""
"Uganda","2014","Total","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2017","2462789",""
"Uganda","2014","Total","Male","11","Census - de facto - complete tabulation","Final figure, complete","2017","431024",""
"Uganda","2014","Total","Male","12","Census - de facto - complete tabulation","Final figure, complete","2017","499305",""
"Uganda","2014","Total","Male","13","Census - de facto - complete tabulation","Final figure, complete","2017","451517",""
"Uganda","2014","Total","Male","14","Census - de facto - complete tabulation","Final figure, complete","2017","522998",""
"Uganda","2014","Total","Male","15","Census - de facto - complete tabulation","Final figure, complete","2017","409211",""
"Uganda","2014","Total","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2017","1917797",""
"Uganda","2014","Total","Male","16","Census - de facto - complete tabulation","Final figure, complete","2017","429188",""
"Uganda","2014","Total","Male","17","Census - de facto - complete tabulation","Final figure, complete","2017","369729",""
"Uganda","2014","Total","Male","18","Census - de facto - complete tabulation","Final figure, complete","2017","404321",""
"Uganda","2014","Total","Male","19","Census - de facto - complete tabulation","Final figure, complete","2017","305348",""
"Uganda","2014","Total","Male","20","Census - de facto - complete tabulation","Final figure, complete","2017","374130",""
"Uganda","2014","Total","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2017","1444438",""
"Uganda","2014","Total","Male","21","Census - de facto - complete tabulation","Final figure, complete","2017","254316",""
"Uganda","2014","Total","Male","22","Census - de facto - complete tabulation","Final figure, complete","2017","297520",""
"Uganda","2014","Total","Male","23","Census - de facto - complete tabulation","Final figure, complete","2017","247905",""
"Uganda","2014","Total","Male","24","Census - de facto - complete tabulation","Final figure, complete","2017","270567",""
"Uganda","2014","Total","Male","25","Census - de facto - complete tabulation","Final figure, complete","2017","264605",""
"Uganda","2014","Total","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2017","1143467",""
"Uganda","2014","Total","Male","26","Census - de facto - complete tabulation","Final figure, complete","2017","216895",""
"Uganda","2014","Total","Male","27","Census - de facto - complete tabulation","Final figure, complete","2017","222382",""
"Uganda","2014","Total","Male","28","Census - de facto - complete tabulation","Final figure, complete","2017","264757",""
"Uganda","2014","Total","Male","29","Census - de facto - complete tabulation","Final figure, complete","2017","174828",""
"Uganda","2014","Total","Male","30","Census - de facto - complete tabulation","Final figure, complete","2017","273721",""
"Uganda","2014","Total","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2017","908447",""
"Uganda","2014","Total","Male","31","Census - de facto - complete tabulation","Final figure, complete","2017","142296",""
"Uganda","2014","Total","Male","32","Census - de facto - complete tabulation","Final figure, complete","2017","208068",""
"Uganda","2014","Total","Male","33","Census - de facto - complete tabulation","Final figure, complete","2017","115709",""
"Uganda","2014","Total","Male","34","Census - de facto - complete tabulation","Final figure, complete","2017","168653",""
"Uganda","2014","Total","Male","35","Census - de facto - complete tabulation","Final figure, complete","2017","211265",""
"Uganda","2014","Total","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2017","726355",""
"Uganda","2014","Total","Male","36","Census - de facto - complete tabulation","Final figure, complete","2017","130344",""
"Uganda","2014","Total","Male","37","Census - de facto - complete tabulation","Final figure, complete","2017","122955",""
"Uganda","2014","Total","Male","38","Census - de facto - complete tabulation","Final figure, complete","2017","145914",""
"Uganda","2014","Total","Male","39","Census - de facto - complete tabulation","Final figure, complete","2017","115877",""
"Uganda","2014","Total","Male","40","Census - de facto - complete tabulation","Final figure, complete","2017","194930",""
"Uganda","2014","Total","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2017","617034",""
"Uganda","2014","Total","Male","41","Census - de facto - complete tabulation","Final figure, complete","2017","94466",""
"Uganda","2014","Total","Male","42","Census - de facto - complete tabulation","Final figure, complete","2017","134029",""
"Uganda","2014","Total","Male","43","Census - de facto - complete tabulation","Final figure, complete","2017","93483",""
"Uganda","2014","Total","Male","44","Census - de facto - complete tabulation","Final figure, complete","2017","100126",""
"Uganda","2014","Total","Male","45","Census - de facto - complete tabulation","Final figure, complete","2017","135248",""
"Uganda","2014","Total","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2017","452081",""
"Uganda","2014","Total","Male","46","Census - de facto - complete tabulation","Final figure, complete","2017","85917",""
"Uganda","2014","Total","Male","47","Census - de facto - complete tabulation","Final figure, complete","2017","73504",""
"Uganda","2014","Total","Male","48","Census - de facto - complete tabulation","Final figure, complete","2017","94841",""
"Uganda","2014","Total","Male","49","Census - de facto - complete tabulation","Final figure, complete","2017","62571",""
"Uganda","2014","Total","Male","50","Census - de facto - complete tabulation","Final figure, complete","2017","113727",""
"Uganda","2014","Total","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2017","371126",""
"Uganda","2014","Total","Male","51","Census - de facto - complete tabulation","Final figure, complete","2017","57953",""
"Uganda","2014","Total","Male","52","Census - de facto - complete tabulation","Final figure, complete","2017","87814",""
"Uganda","2014","Total","Male","53","Census - de facto - complete tabulation","Final figure, complete","2017","46505",""
"Uganda","2014","Total","Male","54","Census - de facto - complete tabulation","Final figure, complete","2017","65127",""
"Uganda","2014","Total","Male","55","Census - de facto - complete tabulation","Final figure, complete","2017","54339",""
"Uganda","2014","Total","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2017","224765",""
"Uganda","2014","Total","Male","56","Census - de facto - complete tabulation","Final figure, complete","2017","54221",""
"Uganda","2014","Total","Male","57","Census - de facto - complete tabulation","Final figure, complete","2017","39345",""
"Uganda","2014","Total","Male","58","Census - de facto - complete tabulation","Final figure, complete","2017","43466",""
"Uganda","2014","Total","Male","59","Census - de facto - complete tabulation","Final figure, complete","2017","33394",""
"Uganda","2014","Total","Male","60","Census - de facto - complete tabulation","Final figure, complete","2017","67304",""
"Uganda","2014","Total","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2017","195283",""
"Uganda","2014","Total","Male","61","Census - de facto - complete tabulation","Final figure, complete","2017","27757",""
"Uganda","2014","Total","Male","62","Census - de facto - complete tabulation","Final figure, complete","2017","41306",""
"Uganda","2014","Total","Male","63","Census - de facto - complete tabulation","Final figure, complete","2017","24761",""
"Uganda","2014","Total","Male","64","Census - de facto - complete tabulation","Final figure, complete","2017","34155",""
"Uganda","2014","Total","Male","65","Census - de facto - complete tabulation","Final figure, complete","2017","38503",""
"Uganda","2014","Total","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2017","136107",""
"Uganda","2014","Total","Male","66","Census - de facto - complete tabulation","Final figure, complete","2017","27187",""
"Uganda","2014","Total","Male","67","Census - de facto - complete tabulation","Final figure, complete","2017","25638",""
"Uganda","2014","Total","Male","68","Census - de facto - complete tabulation","Final figure, complete","2017","24064",""
"Uganda","2014","Total","Male","69","Census - de facto - complete tabulation","Final figure, complete","2017","20715",""
"Uganda","2014","Total","Male","70","Census - de facto - complete tabulation","Final figure, complete","2017","41014",""
"Uganda","2014","Total","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2017","115862",""
"Uganda","2014","Total","Male","71","Census - de facto - complete tabulation","Final figure, complete","2017","15120",""
"Uganda","2014","Total","Male","72","Census - de facto - complete tabulation","Final figure, complete","2017","23558",""
"Uganda","2014","Total","Male","73","Census - de facto - complete tabulation","Final figure, complete","2017","15159",""
"Uganda","2014","Total","Male","74","Census - de facto - complete tabulation","Final figure, complete","2017","21011",""
"Uganda","2014","Total","Male","75","Census - de facto - complete tabulation","Final figure, complete","2017","20718",""
"Uganda","2014","Total","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2017","69095",""
"Uganda","2014","Total","Male","76","Census - de facto - complete tabulation","Final figure, complete","2017","13668",""
"Uganda","2014","Total","Male","77","Census - de facto - complete tabulation","Final figure, complete","2017","10843",""
"Uganda","2014","Total","Male","78","Census - de facto - complete tabulation","Final figure, complete","2017","14145",""
"Uganda","2014","Total","Male","79","Census - de facto - complete tabulation","Final figure, complete","2017","9721",""
"Uganda","2014","Total","Male","80","Census - de facto - complete tabulation","Final figure, complete","2017","18197",""
"Uganda","2014","Total","Male","80 - 84","Census - de facto - complete tabulation","Final figure, complete","2017","51871",""
"Uganda","2014","Total","Male","81","Census - de facto - complete tabulation","Final figure, complete","2017","8208",""
"Uganda","2014","Total","Male","82","Census - de facto - complete tabulation","Final figure, complete","2017","9738",""
"Uganda","2014","Total","Male","83","Census - de facto - complete tabulation","Final figure, complete","2017","6613",""
"Uganda","2014","Total","Male","84","Census - de facto - complete tabulation","Final figure, complete","2017","9115",""
"Uganda","2014","Total","Male","85","Census - de facto - complete tabulation","Final figure, complete","2017","6636",""
"Uganda","2014","Total","Male","85 - 89","Census - de facto - complete tabulation","Final figure, complete","2017","21572",""
"Uganda","2014","Total","Male","86","Census - de facto - complete tabulation","Final figure, complete","2017","4815",""
"Uganda","2014","Total","Male","87","Census - de facto - complete tabulation","Final figure, complete","2017","3737",""
"Uganda","2014","Total","Male","88","Census - de facto - complete tabulation","Final figure, complete","2017","3174",""
"Uganda","2014","Total","Male","89","Census - de facto - complete tabulation","Final figure, complete","2017","3210",""
"Uganda","2014","Total","Male","90","Census - de facto - complete tabulation","Final figure, complete","2017","5303",""
"Uganda","2014","Total","Male","90 - 94","Census - de facto - complete tabulation","Final figure, complete","2017","15125",""
"Uganda","2014","Total","Male","91","Census - de facto - complete tabulation","Final figure, complete","2017","1743",""
"Uganda","2014","Total","Male","92","Census - de facto - complete tabulation","Final figure, complete","2017","3170",""
"Uganda","2014","Total","Male","93","Census - de facto - complete tabulation","Final figure, complete","2017","2475",""
"Uganda","2014","Total","Male","94","Census - de facto - complete tabulation","Final figure, complete","2017","2434",""
"Uganda","2014","Total","Male","95 +","Census - de facto - complete tabulation","Final figure, complete","2017","16229",""
"Uganda","2014","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2017","17736801",""
"Uganda","2014","Total","Female","0","Census - de facto - complete tabulation","Final figure, complete","2017","586516",""
"Uganda","2014","Total","Female","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2017","2957078",""
"Uganda","2014","Total","Female","1","Census - de facto - complete tabulation","Final figure, complete","2017","555200",""
"Uganda","2014","Total","Female","2","Census - de facto - complete tabulation","Final figure, complete","2017","599369",""
"Uganda","2014","Total","Female","3","Census - de facto - complete tabulation","Final figure, complete","2017","619945",""
"Uganda","2014","Total","Female","4","Census - de facto - complete tabulation","Final figure, complete","2017","596048",""
"Uganda","2014","Total","Female","5","Census - de facto - complete tabulation","Final figure, complete","2017","555270",""
"Uganda","2014","Total","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2017","2717222",""
"Uganda","2014","Total","Female","6","Census - de facto - complete tabulation","Final figure, complete","2017","583215",""
"Uganda","2014","Total","Female","7","Census - de facto - complete tabulation","Final figure, complete","2017","542827",""
"Uganda","2014","Total","Female","8","Census - de facto - complete tabulation","Final figure, complete","2017","548705",""
"Uganda","2014","Total","Female","9","Census - de facto - complete tabulation","Final figure, complete","2017","487205",""
"Uganda","2014","Total","Female","10","Census - de facto - complete tabulation","Final figure, complete","2017","535282",""
"Uganda","2014","Total","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2017","2457654",""
"Uganda","2014","Total","Female","11","Census - de facto - complete tabulation","Final figure, complete","2017","425918",""
"Uganda","2014","Total","Female","12","Census - de facto - complete tabulation","Final figure, complete","2017","508755",""
"Uganda","2014","Total","Female","13","Census - de facto - complete tabulation","Final figure, complete","2017","458347",""
"Uganda","2014","Total","Female","14","Census - de facto - complete tabulation","Final figure, complete","2017","529352",""
"Uganda","2014","Total","Female","15","Census - de facto - complete tabulation","Final figure, complete","2017","408334",""
"Uganda","2014","Total","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2017","2038836",""
"Uganda","2014","Total","Female","16","Census - de facto - complete tabulation","Final figure, complete","2017","436869",""
"Uganda","2014","Total","Female","17","Census - de facto - complete tabulation","Final figure, complete","2017","380551",""
"Uganda","2014","Total","Female","18","Census - de facto - complete tabulation","Final figure, complete","2017","448288",""
"Uganda","2014","Total","Female","19","Census - de facto - complete tabulation","Final figure, complete","2017","364794",""
"Uganda","2014","Total","Female","20","Census - de facto - complete tabulation","Final figure, complete","2017","462308",""
"Uganda","2014","Total","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2017","1744173",""
"Uganda","2014","Total","Female","21","Census - de facto - complete tabulation","Final figure, complete","2017","310265",""
"Uganda","2014","Total","Female","22","Census - de facto - complete tabulation","Final figure, complete","2017","361291",""
"Uganda","2014","Total","Female","23","Census - de facto - complete tabulation","Final figure, complete","2017","296084",""
"Uganda","2014","Total","Female","24","Census - de facto - complete tabulation","Final figure, complete","2017","314225",""
"Uganda","2014","Total","Female","25","Census - de facto - complete tabulation","Final figure, complete","2017","312010",""
"Uganda","2014","Total","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2017","1342709",""
"Uganda","2014","Total","Female","26","Census - de facto - complete tabulation","Final figure, complete","2017","258475",""
"Uganda","2014","Total","Female","27","Census - de facto - complete tabulation","Final figure, complete","2017","254623",""
"Uganda","2014","Total","Female","28","Census - de facto - complete tabulation","Final figure, complete","2017","309352",""
"Uganda","2014","Total","Female","29","Census - de facto - complete tabulation","Final figure, complete","2017","208249",""
"Uganda","2014","Total","Female","30","Census - de facto - complete tabulation","Final figure, complete","2017","333973",""
"Uganda","2014","Total","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2017","1043292",""
"Uganda","2014","Total","Female","31","Census - de facto - complete tabulation","Final figure, complete","2017","162202",""
"Uganda","2014","Total","Female","32","Census - de facto - complete tabulation","Final figure, complete","2017","223773",""
"Uganda","2014","Total","Female","33","Census - de facto - complete tabulation","Final figure, complete","2017","134487",""
"Uganda","2014","Total","Female","34","Census - de facto - complete tabulation","Final figure, complete","2017","188857",""
"Uganda","2014","Total","Female","35","Census - de facto - complete tabulation","Final figure, complete","2017","223859",""
"Uganda","2014","Total","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2017","809482",""
"Uganda","2014","Total","Female","36","Census - de facto - complete tabulation","Final figure, complete","2017","148929",""
"Uganda","2014","Total","Female","37","Census - de facto - complete tabulation","Final figure, complete","2017","134190",""
"Uganda","2014","Total","Female","38","Census - de facto - complete tabulation","Final figure, complete","2017","169579",""
"Uganda","2014","Total","Female","39","Census - de facto - complete tabulation","Final figure, complete","2017","132925",""
